,Category,Supplier,Region,Store_Size,Snapshot_Date,Season,Current_Stock,Daily_Sales,Reorder_Level,Lead_Time_Days,Unit_Price,Discount_Percent,Shelf_Capacity,Promotion,Holiday_Week,Days_Since_Last_Restock,Customer_Demand_Index,Weather_Impact,Is_Perishable,Stock_Coverage_Days,Price_per_Demand,Supplier_Lead_Reliability,Store_Age_Years,Last_Audit_Score,Competitor_Price_Index,Random_Noise_A,Out_of_Stock
10146,Produce,Supplier_P1,North,Medium,7/7/2025,Fall,18,3.74,21,3,2.79,0,35,No,No,1,62,Low,1,4.69,0.658,0.975,21,68.1,2.74,56.23,0
10147,Meat,Supplier_D1,East,Medium,6/3/2025,Summer,14,9.73,44,2,1.51,0,104.5,No,No,1,76.4,Medium,1,1.42,0.148,1.015,30,80.1,1.79,76.09,0
10148,Snacks,Supplier_B2,Central,Small,8/27/2025,Summer,42,7.17,10,1,2.46,0,64,Yes,Yes,0,95.2,High,0,5.78,0.321,0.929,19,89.3,2.91,39.13,0
10149,Household,Supplier_G2,East,Medium,6/9/2025,Fall,3,0.5,8,3,7.19,0,19,No,No,4,57.1,Low,0,5,4.277,0.74,15,87.1,7.22,34.47,0
10150,Produce,Supplier_M1,West,Large,8/8/2025,Fall,38,4.78,21,4,7.24,0,42,Yes,No,1,65,Low,1,7.79,1.371,1.004,12,74.8,3.34,38.66,0
10151,Dairy,Supplier_K1,South,Large,7/11/2025,Summer,6,0.82,2,1,2.81,0,18,No,No,2,45.1,Low,1,6.52,2.129,0.827,17,77.7,2.93,39.58,1
10152,Produce,Supplier_O1,South,Medium,6/3/2025,Spring,13,2.38,8,1,3.66,0,24,Yes,No,2,56.8,High,1,5.24,1.271,1.148,31,79.9,4.54,75.55,0
10153,Meat,Supplier_H2,Central,Medium,8/1/2025,Spring,17,1.74,6,2,3.25,0,39,Yes,No,3,70.3,Medium,1,9.24,1.451,1.095,16,66.4,2.95,66.28,0
10154,Beverages,Supplier_G1,West,Small,6/9/2025,Winter,17,0.52,2,1,1.51,0,32,No,No,1,37.7,High,0,22.535,1.48,1.105,23,63.5,1.37,43.15,0
10155,Meat,Supplier_B1,Central,Small,6/19/2025,Fall,11,1.13,2,1,5.33,0,14,No,No,0,52.1,Medium,1,8.94,3.27,0.71,5,81.5,4.95,40.8,0
10156,Snacks,Supplier_O2,East,Medium,7/8/2025,Winter,34,5,25,3,1.95,0,43,Yes,No,1,62.3,Low,0,6.67,0.355,1.138,9,74.9,1.71,46.78,0
10157,Dairy,Supplier_C2,North,Medium,7/31/2025,Winter,23,3.55,20,3,2.51,0,48,No,Yes,8.5,77.5,High,1,6.3,0.62,1.058,9,77.8,2.85,29.96,0
10158,Produce,Supplier_R1,Central,Small,7/15/2025,Summer,20,10.41,23,1,4.53,0,74,No,No,2,76.2,Low,1,1.9,0.415,0.807,15,68.5,5.2,49.1,0
10159,Bakery,Supplier_D2,North,Medium,6/4/2025,Summer,2,5.77,42,5,1.53,0,65,No,No,2,61.7,Low,1,0.34,0.244,0.895,12,94.1,1.44,34.83,1
10160,Beverages,Supplier_R2,West,Small,7/23/2025,Winter,44,2.36,5,2,2.04,0,57,No,No,2,70.5,High,0,17.89,0.713,0.718,8,79.4,1.87,34.18,0
10161,Produce,Supplier_O1,Central,Large,6/11/2025,Summer,23,6.83,39,4,9.58,0,48,Yes,Yes,1,72,Medium,1,3.32,1.307,1.148,22,75.6,10.335,37.64,0
10162,Produce,Supplier_E2,East,Medium,7/10/2025,Fall,11,0.76,3,2,0.82,0,24,Yes,No,0,66.8,High,1,12.79,0.651,0.724,10,81.5,0.95,60.54,0
10163,Dairy,Supplier_H1,North,Medium,8/2/2025,Spring,61,11.125,60,2,2.2,0,104.5,No,No,4,100,Low,1,2.73,0.097,0.97,25,99.4,2.46,45.7,0
10164,Frozen,Supplier_M1,West,Small,8/11/2025,Summer,45,10.25,13,1,4.8,0,76,Yes,No,1,84.6,High,1,4.35,0.447,1.004,12,92.7,4.37,45.92,0
10165,Household,Supplier_G2,South,Large,6/12/2025,Fall,28,4.21,10,2,2.3,0,39,No,No,2,61.2,Low,0,6.5,0.488,0.74,17,92.7,2.08,51.35,0
10166,Produce,Supplier_N1,East,Medium,8/28/2025,Winter,24,1.37,5,3,3.82,0,30,No,Yes,3,57.7,Low,1,16.33,2.043,1.198,29,83.6,4.11,32.8,0
10167,Dairy,Supplier_Q2,South,Small,7/12/2025,Spring,20,2.26,7,2,4.16,0,23,No,No,2,51.5,High,1,8.47,1.507,1.123,20,88.2,4.28,56.12,0
10168,Personal Care,Supplier_C2,North,Medium,8/3/2025,Summer,5,7.45,54,4,7.16,0,55,Yes,No,2,95.5,High,0,0.66,0.901,1.058,1,71.7,8.52,60.14,1
10169,Snacks,Supplier_Q1,West,Small,6/15/2025,Winter,6,4.9,14,2,4.33,0,74,No,No,0,77.1,High,0,1.2,0.802,0.827,6,65.7,3.79,36.9,1
10170,Bakery,Supplier_O1,East,Large,8/9/2025,Summer,44,9.17,18,1,4.29,0,87,No,Yes,0,88.7,Medium,1,4.75,0.444,1.148,25,89.4,5.13,18.48,1
10171,Household,Supplier_E1,Central,Large,7/23/2025,Fall,25,4.09,27,5,3.33,0,48,Yes,No,7,73.7,Medium,0,5.97,0.725,1.003,13,81.5,3.74,46.22,0
10172,Frozen,Supplier_J2,South,Medium,8/9/2025,Spring,34,4.17,14,3,6.21,0,64,Yes,No,3,77.6,Low,1,7.96,1.33,1.102,27,94.2,6.43,70.08,0
10173,Beverages,Supplier_C1,East,Medium,6/1/2025,Fall,20,3,10,3,9.765,0,49,No,No,1,57.2,Medium,0,6.45,4.277,0.988,20,90.6,10.335,72.94,0
10174,Frozen,Supplier_P2,Central,Small,6/9/2025,Spring,63,5.31,33,3,4.02,0,85,Yes,No,2,87.6,Low,1,12.94,0.692,0.94,9,83.2,4.39,44.67,0
10175,Frozen,Supplier_O1,North,Medium,8/12/2025,Fall,30,2.04,2,1,1.87,0,37,No,No,1,55.3,High,1,14.02,0.736,1.148,32,60.9,2.07,28.13,0
10176,Meat,Supplier_C1,South,Small,6/2/2025,Spring,49,7.22,44,4,1.79,0,104.5,No,No,1,78,Low,1,6.69,0.232,0.988,9,61.1,1.85,70.35,0
10177,Personal Care,Supplier_T1,North,Medium,6/1/2025,Fall,37,9.66,60,4,2.83,0,94,No,No,6,73.2,Medium,0,3.79,0.279,0.812,3,89.5,2.97,44.76,0
10178,Household,Supplier_L1,North,Medium,6/5/2025,Summer,46,6.75,30,2,1.18,0,97,No,No,0,66.9,Medium,0,6.72,0.163,1.173,24,78.2,1.1,56.38,0
10179,Canned Goods,Supplier_H1,West,Small,7/24/2025,Winter,32,8.67,60,8.5,2.44,0,104.5,No,No,0,82.4,Low,0,3.65,0.266,0.97,28,72.5,3.04,76.92,1
10180,Meat,Supplier_C1,East,Small,6/22/2025,Fall,34,0.82,5,1,0.72,0,36,No,No,0,63.8,Medium,1,22.535,0.545,0.988,27,60.4,0.64,27.17,0
10181,Household,Supplier_D1,Central,Medium,6/20/2025,Winter,12,1.88,3,1,3.8,0,30,No,No,3,55.9,Medium,0,6.06,1.597,1.015,21,65.8,4.7,55.43,0
10182,Dairy,Supplier_B1,North,Small,6/19/2025,Spring,10,1.13,2,1,3.2,0,23,No,Yes,1,65.6,Medium,1,8.13,1.963,0.71,25,93.5,3.56,23.44,0
10183,Dairy,Supplier_F2,North,Medium,6/9/2025,Summer,41,6.76,28,2,3.63,0,74,No,No,0,71.7,High,1,5.98,0.5,1.242,33,94.9,3.92,64.88,0
10184,Personal Care,Supplier_D2,South,Small,7/4/2025,Summer,9,1.18,5,4,3.79,0,17,No,No,1,48.9,Medium,0,7.03,2.256,0.895,9,79.8,3.43,64.16,0
10185,Canned Goods,Supplier_N1,North,Medium,7/30/2025,Summer,5,0.76,2,1,1.34,0,24,No,Yes,1,59,Low,0,5.81,1.063,1.198,5,88.1,1.33,48.51,0
10186,Bakery,Supplier_E2,Central,Medium,6/10/2025,Winter,15,0.77,6,2,4.9,0,24,No,No,1,49.7,Low,1,17.24,3.858,0.724,9,78.3,4.26,32.93,0
10187,Snacks,Supplier_I1,South,Small,6/9/2025,Fall,34,3.96,47,7,1.88,0,53,No,No,2,60.3,Low,0,8.37,0.422,1.058,14,67.7,2.3,61.17,0
10188,Dairy,Supplier_P1,West,Large,7/4/2025,Spring,51,11.125,60,5,1.44,0,76,Yes,No,2,100,Medium,1,3.6,0.099,0.975,30,93.3,3.34,50.57,1
10189,Dairy,Supplier_P1,South,Small,6/9/2025,Winter,15,1.15,7,4,2.92,0,24,Yes,No,1,58.6,Low,1,12,1.77,0.975,5,92.8,3.14,35.31,0
10190,Snacks,Supplier_D1,North,Medium,6/6/2025,Spring,1,1.57,2,1,1.06,0,16,Yes,No,1,54.9,High,0,0.6,0.512,1.015,25,79.8,0.99,55.24,1
10191,Snacks,Supplier_J1,West,Large,7/24/2025,Fall,34,8.74,22,1,4.76,0,51,No,No,1,71.7,Medium,0,3.85,0.515,1.172,21,90.1,4.67,47.42,0
10192,Bakery,Supplier_E1,South,Medium,8/6/2025,Fall,7,0.99,2,1,1.56,0,14,No,No,1,63.9,Medium,1,6.42,1.047,1.003,22,82.8,1.5,51.2,0
10193,Beverages,Supplier_R2,West,Large,8/28/2025,Summer,7,3.11,9,2,2.18,0,17,No,No,0,67.9,High,0,2.18,0.604,0.718,10,97.5,1.98,53.33,0
10194,Bakery,Supplier_C2,South,Medium,8/14/2025,Summer,5,2.79,7,2,8.92,0,51,Yes,No,3,78.7,High,1,1.73,2.711,1.058,5,73.4,7.67,68.29,0
10195,Snacks,Supplier_N2,Central,Medium,6/10/2025,Fall,18,1.63,16,4,0.52,0,24,No,No,7,57.3,Low,0,10.4,0.244,0.872,7,71.6,0.6,60.19,0
10196,Canned Goods,Supplier_G1,North,Small,6/26/2025,Winter,11,0.34,3,3,3.34,0,31,Yes,No,0,76.4,High,0,22.535,3.976,1.105,9,94.4,4.03,36.93,0
10197,Canned Goods,Supplier_I1,North,Medium,6/26/2025,Winter,33,5.57,22,2,1.19,0,55,No,No,2,74.9,High,0,5.82,0.196,1.058,3,73.2,1.07,71.96,0
10198,Beverages,Supplier_V1,Central,Large,7/16/2025,Fall,0,0.55,2,1,4.19,0,16,No,No,8.5,43.2,Low,0,0,3.99,1.08,11,81,3.76,29.97,1
10199,Dairy,Supplier_U1,South,Small,6/25/2025,Winter,10,1.78,21,4,2.4,0,24,No,No,5,55.5,Low,1,5.32,1.053,1.262,1,93.1,2.82,44.23,0
10200,Personal Care,Supplier_C2,Central,Medium,6/7/2025,Spring,44,5.05,10,1,2.21,0,66,No,No,2,63.8,Low,0,8.54,0.398,1.058,22,92.3,1.98,32.9,0
10201,Produce,Supplier_F2,South,Large,8/14/2025,Winter,11,7.34,18,1,4.94,0,49,Yes,No,0,67.5,Medium,1,1.48,0.63,1.242,15,69.9,4.3,59.77,1
10202,Frozen,Supplier_T1,East,Medium,7/2/2025,Fall,33,1.81,7,2,1.21,0,43,Yes,No,1,47.2,Medium,1,17.28,0.524,0.812,7,76.8,1.27,51.86,0
10203,Bakery,Supplier_C1,North,Small,8/28/2025,Winter,23,3.97,14,2,2.6,0,42,Yes,No,4,72,Low,1,5.65,0.582,0.988,16,92.9,2.56,50.35,0
10204,Produce,Supplier_B2,West,Small,7/21/2025,Summer,26,11.125,60,3,1.6,0,104.5,Yes,No,6,96,Medium,1,2.02,0.12,0.929,31,96.4,1.72,57.86,0
10205,Bakery,Supplier_D2,North,Medium,6/6/2025,Fall,14,11.125,28,1,3.18,0,104.5,No,No,5,95.2,Low,1,0.99,0.219,0.895,10,84.7,2.86,44.68,0
10206,Frozen,Supplier_M1,North,Medium,8/5/2025,Spring,51,8.61,48,2,6.39,0,81,No,No,1,79.1,Low,1,5.86,0.701,1.004,14,96.4,7.57,35.05,0
10207,Beverages,Supplier_I1,Central,Large,6/19/2025,Summer,10,1.73,7,4,1.87,0,17,Yes,No,5,75.4,Medium,0,5.46,0.839,1.058,11,69.7,1.84,38.97,0
10208,Dairy,Supplier_O1,North,Medium,8/6/2025,Summer,13,0.75,6,3,1.64,0,32,No,No,2,41.6,High,1,15.29,1.312,1.148,31,85.7,1.68,38.83,0
10209,Snacks,Supplier_I1,East,Small,6/10/2025,Summer,31,5.27,23,3,3.65,0,69,No,No,1,58.3,Low,0,5.77,0.633,1.058,24,61.4,3.4,33.55,0
10210,Meat,Supplier_N2,Central,Small,6/22/2025,Summer,2,9.93,31,2,3.03,0,71,No,No,8.5,89.7,High,1,0.2,0.291,0.872,31,96.2,2.96,45.78,1
10211,Snacks,Supplier_R1,Central,Small,7/11/2025,Fall,2,1.06,7,4,4.17,0,37,No,No,1,54,Low,0,1.72,2.673,0.807,16,80.1,4.37,54.31,0
10212,Household,Supplier_G1,East,Small,8/26/2025,Summer,5,0.47,4,3,3.18,0,29,No,No,0,51.2,High,0,8.77,3.278,1.105,5,97.4,3.92,11.61,0
10213,Bakery,Supplier_Z1,Central,Small,6/17/2025,Fall,14,1.4,7,4,6.97,0,54,No,No,1,66.3,Medium,1,9.33,3.668,0.938,2,80.9,8.23,43.44,0
10214,Canned Goods,Supplier_D2,East,Medium,6/20/2025,Winter,45,10.22,60,8.5,8.34,0,74,No,Yes,2,88.9,Low,0,4.36,0.778,0.895,2,67.3,7.25,36.23,0
10215,Produce,Supplier_P1,North,Medium,6/3/2025,Fall,15,2.39,12,2,2.67,0,24,No,No,1,52,Medium,1,6.02,0.924,0.975,16,77.1,2.93,32.36,0
10216,Snacks,Supplier_C2,Central,Medium,7/1/2025,Fall,5,2.02,12,3,6.95,0,15,No,No,8.5,66.1,High,0,2.36,2.758,1.058,12,88.2,6.54,41.27,1
10217,Personal Care,Supplier_O2,Central,Small,6/5/2025,Spring,26,11.125,60,2,2.12,0,104.5,No,No,3,100,Medium,0,1.41,0.113,1.138,4,92.1,1.85,64.49,0
10218,Produce,Supplier_D2,South,Large,7/2/2025,Fall,51,4.07,12,2,3.26,0,59,Yes,No,1,58.4,Medium,1,12.23,0.713,0.895,19,97.2,2.86,63.74,0
10219,Bakery,Supplier_X1,Central,Medium,6/7/2025,Fall,12,1.1,8,3,0.81,0,16,No,No,2,72.9,Medium,1,10,0.506,0.766,26,67,0.83,36.04,0
10220,Canned Goods,Supplier_I2,South,Small,6/2/2025,Fall,4,3.25,12,2,2.43,0,49,Yes,No,0,71.9,Low,0,1.19,0.648,1.1,29,74.8,2.61,60.78,0
10221,Produce,Supplier_K2,East,Large,8/13/2025,Spring,9,3.56,35,5,4.05,0,24,Yes,No,5,72.9,High,1,2.46,0.998,1.167,24,69.8,3.53,50.02,1
10222,Snacks,Supplier_M1,Central,Medium,7/31/2025,Spring,15,10.18,60,7,1.14,0,98,No,No,5,95.8,Medium,0,1.46,0.107,1.004,32,81.6,1.08,64.5,1
10223,Snacks,Supplier_C1,Central,Medium,8/23/2025,Spring,16,3.92,18,3,3.32,0,30,No,Yes,4,89.5,Low,0,3.98,0.751,0.988,30,74.1,3.16,57.25,0
10224,Beverages,Supplier_Z1,West,Small,6/30/2025,Summer,7,0.28,5,5,4.16,0,14,No,No,3,33.7,High,0,18.42,4.277,0.938,29,64.4,4.59,80.92,0
10225,Produce,Supplier_B1,South,Large,6/28/2025,Spring,1,0.44,2,1,5.5,0,19,No,No,8.5,62,Medium,1,1.85,4.277,0.71,12,88,5.35,44.64,0
10226,Snacks,Supplier_D1,South,Small,8/29/2025,Fall,5,3.11,20,3,9.765,0,46,No,No,8.5,57,High,0,1.56,3.812,1.015,11,64.9,10.335,47.68,0
10227,Beverages,Supplier_O2,East,Small,7/30/2025,Spring,0,0.67,2,1,3.26,0,43,No,No,1,61.7,Low,0,0,2.786,1.138,33,76.5,3.98,42.86,1
10228,Bakery,Supplier_S2,North,Large,7/17/2025,Winter,29,11.125,59,2,2.26,0,52,No,No,1,80.3,Low,1,2.4,0.181,0.983,14,78.5,3.34,85.89,0
10229,Personal Care,Supplier_F1,West,Small,8/10/2025,Summer,9,2.29,7,1,2.37,0,24,No,No,1,63,Medium,0,3.77,0.849,0.847,32,61.3,2.41,70.48,0
10230,Dairy,Supplier_H1,Central,Medium,6/30/2025,Summer,15,5.97,32,4,4.5,0,50,No,Yes,2,69.7,Medium,1,2.47,0.696,0.97,27,79,4.39,62.8,0
10231,Dairy,Supplier_F2,South,Large,8/9/2025,Winter,30,11.125,59,2,1.82,0,100,No,No,1,100,High,1,1.72,0.102,1.242,25,94,1.92,68.7,1
10232,Dairy,Supplier_Q2,Central,Small,6/17/2025,Summer,3,1.76,12,4,2.04,0,36,No,No,0,58.2,Low,1,1.61,0.903,1.123,1,86.8,1.96,28.74,1
10233,Meat,Supplier_M1,West,Small,6/29/2025,Fall,13,0.29,7,1,4.62,0,18,Yes,Yes,5,67.7,Low,1,22.535,4.277,1.004,16,91.1,3.94,42.9,1
10234,Frozen,Supplier_J1,North,Medium,6/11/2025,Summer,63,11.125,38,1,8.52,0,94,No,No,1,100,High,1,4.22,0.44,1.172,29,62.1,7.76,52.68,0
10235,Household,Supplier_O2,South,Small,8/2/2025,Fall,33,2.29,4,1,5.57,0,44,Yes,No,5,69.7,Low,0,13.81,1.996,1.138,12,66.8,4.91,30.49,0
10236,Personal Care,Supplier_K2,North,Medium,6/28/2025,Summer,4,1.09,11,4,3.75,0,28,No,No,0,52,High,0,3.36,2.358,1.167,8,78.5,3.67,81.83,0
10237,Household,Supplier_L1,East,Medium,8/9/2025,Summer,24,0.17,2,4,5.11,0,26,No,No,3,47.7,Low,0,22.535,4.277,1.173,12,72.2,5.22,52.38,0
10238,Frozen,Supplier_C2,West,Small,8/7/2025,Spring,34,1.81,5,3,6.84,0,41,No,No,2,73.3,Low,1,17.8,2.961,1.058,34,90.7,7.76,47.59,0
10239,Personal Care,Supplier_C2,West,Medium,7/1/2025,Spring,63,4.14,8,1,2.26,0,74,No,No,0,66.4,Medium,0,16.51,0.487,1.058,24,81.8,2.27,57.47,0
10240,Frozen,Supplier_I2,North,Medium,8/16/2025,Winter,5,1.85,3,3,2.09,0,20,No,No,1,72.5,Medium,1,2.56,0.889,1.1,14,67.5,1.86,32.71,0
10241,Bakery,Supplier_O2,North,Medium,8/14/2025,Winter,2,1.06,10,3,3.7,0,26,No,No,3,44.9,Low,1,1.72,2.372,1.138,23,89.4,3.89,27.61,0
10242,Household,Supplier_V1,West,Medium,6/1/2025,Winter,26,1.44,10,3,1.95,0,34,No,No,3,53.3,High,0,16.88,1.005,1.08,31,80.1,1.88,52.44,0
10243,Bakery,Supplier_C2,South,Small,7/26/2025,Summer,63,11.125,58,3,1.48,0,104.5,No,No,1,100,Medium,1,10.14,0.097,1.058,20,75,1.55,78.9,1
10244,Personal Care,Supplier_P1,Central,Small,6/21/2025,Fall,36,8.35,18,1,9.765,0,99,No,No,1,88.3,High,0,4.26,1.388,0.975,15,99.9,10.335,50.35,0
10245,Canned Goods,Supplier_F1,North,Small,7/5/2025,Winter,25,0.39,8,3,1.94,0,30,No,No,3,57.4,High,0,22.535,2.18,0.847,6,73.1,1.72,39.69,0
10246,Meat,Supplier_U1,North,Small,7/17/2025,Summer,7,0.53,9,3,2.85,0,16,No,No,0,69.4,High,1,11.11,2.767,1.262,6,99.6,3.05,48.74,0
10247,Beverages,Supplier_Z1,Central,Small,8/16/2025,Fall,0,0.15,2,2,4.08,0,15,Yes,No,8.5,46.6,Medium,0,0,4.277,0.938,22,91.3,4.35,36.88,1
10248,Beverages,Supplier_P2,North,Small,6/6/2025,Fall,63,11.125,60,3,1.98,0,104.5,No,No,5,100,Medium,0,6.73,0.11,0.94,6,79.8,2.47,28.23,1
10249,Household,Supplier_N2,East,Medium,7/14/2025,Fall,12,8.04,48,4,2.6,0,42,No,No,8.5,76.5,High,0,1.47,0.304,0.872,3,83.4,3.07,36.16,1
10250,Meat,Supplier_O1,West,Large,6/12/2025,Fall,13,2.64,5,1,9.63,0,35,No,No,2,57,High,1,4.74,3.067,1.148,10,93.3,9.45,42.43,0
10251,Produce,Supplier_M1,West,Medium,7/26/2025,Spring,63,11.125,34,2,9.4,0,104.5,No,No,1,93.4,Medium,1,8.79,0.691,1.004,17,89.5,10.335,44.67,0
10252,Snacks,Supplier_L2,South,Large,7/22/2025,Spring,63,11.125,60,1,2.53,0,104.5,No,No,3,100,Medium,0,4.87,0.072,0.881,5,66.7,3.15,50.69,0
10253,Dairy,Supplier_S2,West,Large,8/16/2025,Spring,27,0.35,3,2,5.28,0,33,No,No,1,45.9,Medium,1,22.535,4.277,0.983,19,93.1,4.62,69.25,0
10254,Frozen,Supplier_Q1,Central,Small,7/25/2025,Fall,14,3.91,22,4,4.63,0,38,No,No,4,75.7,High,1,3.49,1.05,0.977,10,62.7,5.09,50.4,0
10255,Personal Care,Supplier_S2,Central,Large,7/18/2025,Fall,5,5.85,10,1,1.31,0,50,No,No,2,79.8,Low,0,0.84,0.206,0.983,28,74.5,1.39,47,0
10256,Snacks,Supplier_X1,Central,Large,7/2/2025,Winter,52,4.61,19,2,1.69,0,54,No,No,4,72.8,Low,0,11.04,0.331,0.766,10,67,1.92,55.41,0
10257,Beverages,Supplier_M1,South,Medium,7/6/2025,Spring,32,1.54,3,1,3.95,0,35,Yes,No,2,60.6,Medium,0,19.51,1.936,1.004,12,64.2,4.6,46.24,0
10258,Frozen,Supplier_P1,North,Medium,8/9/2025,Summer,63,11.125,60,3,2.93,0,104.5,No,No,2,100,Low,1,4.81,0.106,0.975,3,69.1,3.4,66.04,0
10259,Beverages,Supplier_B1,West,Medium,7/26/2025,Winter,63,8.51,54,3,7.83,0,92,No,No,1,75.2,Medium,0,9.06,0.869,0.71,32,60.7,9.34,26.85,0
10260,Bakery,Supplier_D1,West,Medium,7/5/2025,Fall,4,5.71,14,1,6.47,0,40,No,No,2,57.2,Low,1,0.69,1.042,1.015,28,80.1,6.56,86.13,1
10261,Meat,Supplier_C2,West,Medium,8/1/2025,Spring,24,3.38,16,3,3.94,0,66,No,No,2,61.2,Medium,1,6.9,1.015,1.058,34,74.2,3.68,60.12,0
10262,Snacks,Supplier_F2,West,Large,7/3/2025,Winter,42,7.89,60,8.5,1.45,0,73,No,No,3,80.5,Low,0,5.26,0.173,1.242,8,80.1,1.33,21.9,0
10263,Snacks,Supplier_U1,North,Small,7/11/2025,Winter,11,4.56,23,3,2.73,0,89,No,Yes,6,77.9,Low,0,2.36,0.54,1.262,17,68.9,2.59,42.98,0
10264,Snacks,Supplier_D2,East,Small,8/12/2025,Spring,21,3.5,4,1,1.41,0,48,No,No,0,65.8,Low,0,5.83,0.352,0.895,24,86.7,1.66,44.51,0
10265,Beverages,Supplier_N2,East,Medium,8/8/2025,Spring,21,1.65,11,2,9.765,0,36,No,No,0,52.9,Medium,0,12,4.277,0.872,29,95.9,10.335,51.99,0
10266,Produce,Supplier_S1,Central,Large,6/12/2025,Summer,54,11.125,23,1,2.16,0,70,Yes,No,3,100,Low,1,4.39,0.17,0.748,10,80.1,2.27,41.68,0
10267,Household,Supplier_F2,North,Medium,8/20/2025,Summer,30,7.51,60,8.5,1.28,0,62,No,No,2,78.3,High,0,3.94,0.16,1.242,31,69.9,1.49,43.83,0
10268,Bakery,Supplier_A2,North,Medium,6/10/2025,Winter,12,1.88,14,3,5.49,0,20,No,No,6,67.1,Medium,1,6.06,2.307,0.948,1,66.7,3.34,33.63,0
10269,Personal Care,Supplier_G1,East,Medium,6/17/2025,Fall,15,2.98,8,2,1.87,0,39,Yes,No,0,72,Medium,0,4.87,0.537,1.105,22,64.6,1.69,49.21,0
10270,Meat,Supplier_D1,North,Medium,8/14/2025,Spring,4,5.17,31,3,3.22,0,35,No,No,8.5,71.6,Medium,1,0.76,0.568,1.015,1,92.4,2.85,59.25,1
10271,Canned Goods,Supplier_A2,East,Medium,7/20/2025,Spring,1,1.68,18,7,4.78,0,24,No,No,8.5,54.3,Low,0,0.56,2.193,0.948,4,63,4.86,20.81,1
10272,Frozen,Supplier_Q1,South,Medium,6/17/2025,Spring,12,2.63,13,1,9.765,0,38,No,No,1,69.3,High,1,4.4,3.268,1.08,7,74.6,10.335,80.51,0
10273,Snacks,Supplier_I2,North,Large,6/28/2025,Spring,9,2.67,17,3,4.84,0,24,No,No,8.5,61,Low,0,3.25,1.527,1.1,8,64.9,4.44,38.1,0
10274,Canned Goods,Supplier_B2,Central,Small,8/13/2025,Spring,9,0.72,7,3,1.11,0,38,No,No,0,35.3,Low,0,10.98,0.91,0.929,25,70,1.07,54.12,0
10275,Produce,Supplier_E1,West,Small,7/22/2025,Summer,21,6.05,34,3,3,0,65,No,No,8.5,70,Low,1,3.41,0.458,1.003,18,93.4,3.22,49.19,0
10276,Produce,Supplier_I1,East,Medium,6/30/2025,Spring,35,3.17,6,1,2.46,0,37,No,No,1,70.1,Medium,1,10.7,0.67,1.058,5,76.5,2.13,33.48,0
10277,Frozen,Supplier_A1,North,Medium,8/7/2025,Winter,7,4.04,31,3,8.28,0,79,No,No,2,58.1,Medium,1,1.69,1.824,0.722,33,88.7,7.14,68.07,1
10278,Personal Care,Supplier_O2,Central,Medium,6/18/2025,Summer,63,11.125,60,5,2.06,0,104.5,Yes,No,8,100,High,0,3.98,0.073,1.138,5,84.7,1.96,17.67,0
10279,Household,Supplier_C2,Central,Medium,6/2/2025,Fall,9,6.04,40,4,3.29,0,71,Yes,No,3,72.1,Low,0,1.47,0.503,1.058,4,72.6,3.44,59.17,1
10280,Dairy,Supplier_I2,Central,Small,6/28/2025,Winter,20,2.43,8,1,4.72,0,37,No,No,0,60.6,Medium,1,7.91,1.611,1.1,19,95.8,5.56,41.2,1
10281,Household,Supplier_H2,Central,Small,7/4/2025,Summer,24,4.77,42,4,3.56,0,59,Yes,No,6,78.3,Low,0,4.93,0.676,1.095,2,67.3,4.37,59.03,0
10282,Household,Supplier_T1,North,Medium,8/27/2025,Winter,27,2.08,26,4,1.3,0,32,No,Yes,0,62.4,High,0,12.39,0.504,0.812,30,67.8,1.13,77.52,1
10283,Bakery,Supplier_F2,West,Medium,6/26/2025,Summer,11,0.7,4,2,6.28,0,28,No,No,3,71,High,1,13.75,4.277,1.242,33,92,6.88,55.93,0
10284,Dairy,Supplier_N2,Central,Small,6/30/2025,Summer,14,1.28,10,4,2.26,0,17,No,No,0,57.7,Low,1,10.14,1.27,0.872,19,68.2,2.14,67.25,0
10285,Frozen,Supplier_U1,West,Large,6/6/2025,Winter,19,5.75,27,3,1.2,0,41,Yes,No,7,75.2,Medium,1,3.25,0.192,1.262,5,87.3,1.34,67.33,0
10286,Snacks,Supplier_T1,West,Small,6/24/2025,Spring,48,4.77,19,2,3.07,0,54,Yes,No,4,91.1,Low,0,9.86,0.583,0.812,24,99.1,3.82,31.58,0
10287,Bakery,Supplier_P1,East,Small,6/8/2025,Spring,22,2.66,21,3,0.52,0,47,No,No,6,65.3,High,1,7.97,0.165,0.975,24,92.7,0.5,38.34,0
10288,Household,Supplier_B2,East,Large,8/26/2025,Summer,3,2.52,12,2,2.09,0,35,No,No,1,61.3,Low,0,1.15,0.692,0.929,26,98.5,1.93,48.73,0
10289,Meat,Supplier_H2,North,Medium,8/13/2025,Spring,1,1.84,4,2,2.55,0,44,Yes,No,8.5,59.5,Medium,1,0.52,1.09,1.095,33,76.3,2.39,38.36,0
10290,Personal Care,Supplier_I2,West,Small,8/18/2025,Spring,0,5.19,22,3,1.82,0,104.5,Yes,No,5,78.4,Medium,0,0,0.32,1.1,24,85.5,2.19,60.6,1
10291,Beverages,Supplier_K1,Central,Large,8/11/2025,Fall,27,6.22,30,2,4.02,0,52,No,No,7,70.8,Low,0,4.27,0.598,0.827,9,86.3,4.07,46.54,0
